make_model,make,price,body_type,mileage,gearbox,fuel_type,seller,power,gears,emission_class,previous_owner,age,entertainment_media_count,engine_size_cat,comfort_convenience_cat
Mercedes Benz C 400,Mercedes Benz,42980,Station wagon,36269.0,Automatic,Benzin,Dealer,245.0,9.0,Euro 6,First Hand,5.0,Upgrated,High,luxury
Mercedes Benz C 220,Mercedes Benz,31749,Station wagon,102750.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Mercedes Benz C 200,Mercedes Benz,24989,Station wagon,86063.0,Manual,Benzin,Dealer,135.0,6.0,Euro 6,First Hand,5.0,Upgrated,Medium,luxury
Mercedes Benz C 200,Mercedes Benz,11890,Station wagon,206215.0,Manual,Diesel,Dealer,100.0,9.0,Euro 6,Second Hand,9.0,Standart,Medium,standard
Mercedes Benz E 43 AMG,Mercedes Benz,41480,Station wagon,123173.0,Automatic,Benzin,Dealer,295.0,9.0,Euro 6,Second Hand,5.0,Upgrated,High,luxury
Mercedes Benz E 400,Mercedes Benz,44444,Station wagon,100533.0,Automatic,Diesel,Dealer,250.0,9.0,Euro 6,First Hand,3.0,Upgrated,High,luxury
Mercedes Benz C 220,Mercedes Benz,35900,Station wagon,54000.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Mercedes Benz CLA 35 AMG,Mercedes Benz,64890,Station wagon,8000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Mercedes Benz CLA 35 AMG,Mercedes Benz,58489,Station wagon,5768.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Mercedes Benz Vito,Mercedes Benz,31690,Station wagon,57043.0,Manual,Diesel,Dealer,120.0,6.0,Euro 6,First Hand,6.0,Standart,Medium,standard
Mercedes Benz E 53 AMG,Mercedes Benz,65950,Station wagon,11289.0,Automatic,Benzin,Dealer,320.0,9.0,Euro 6,First Hand,3.0,Standart,High,standard
Mercedes Benz CLA 180,Mercedes Benz,21500,Station wagon,81455.0,Manual,Benzin,Dealer,90.0,6.0,Euro 6,Second Hand,6.0,Upgrated,Medium,standard
Mercedes Benz C 200,Mercedes Benz,27490,Station wagon,24290.0,Manual,Diesel,Dealer,118.0,6.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Mercedes Benz E 200,Mercedes Benz,26899,Station wagon,130700.0,Automatic,Diesel,Dealer,110.0,9.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Mercedes Benz C 200,Mercedes Benz,24990,Station wagon,121500.0,Automatic,Diesel,Dealer,118.0,9.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Mercedes Benz E 300,Mercedes Benz,34990,Station wagon,91500.0,Automatic,Diesel,Dealer,180.0,9.0,Euro 6,Second Hand,4.0,Upgrated,Medium,luxury
Mercedes Benz C 300,Mercedes Benz,64900,Station wagon,8000.0,Automatic,Benzin,Dealer,150.0,9.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Mercedes Benz C 300,Mercedes Benz,56790,Station wagon,15.0,Automatic,Benzin,Dealer,150.0,9.0,Euro 6,First Hand,0.0,Standart,Medium,luxury
Mercedes Benz C 43 AMG,Mercedes Benz,35490,Station wagon,84300.0,Automatic,Benzin,Dealer,270.0,9.0,Euro 6,Second Hand,6.0,Standart,High,luxury
Mercedes Benz E 350,Mercedes Benz,49450,Station wagon,35400.0,Automatic,Diesel,Dealer,210.0,9.0,Euro 6,Second Hand,3.0,Upgrated,High,luxury
Mercedes Benz CLS 350,Mercedes Benz,47690,Station wagon,25624.0,Automatic,Diesel,Dealer,190.0,9.0,Euro 6,Second Hand,5.0,Standart,High,standard
Mercedes Benz E 350,Mercedes Benz,28450,Station wagon,99331.0,Automatic,Diesel,Dealer,185.0,9.0,Euro 6,Second Hand,8.0,Upgrated,High,luxury
Mercedes Benz E 220,Mercedes Benz,34990,Station wagon,59000.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,Second Hand,4.0,Upgrated,Medium,luxury
Mercedes Benz C 300,Mercedes Benz,28449,Station wagon,109750.0,Automatic,Benzin,Dealer,180.0,7.0,Euro 6,Second Hand,6.0,Upgrated,Medium,luxury
Mercedes Benz C 200,Mercedes Benz,24250,Station wagon,104000.0,Automatic,Diesel,Dealer,118.0,9.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Mercedes Benz E 43 AMG,Mercedes Benz,61019,Station wagon,5463.0,Automatic,Benzin,Dealer,295.0,9.0,Euro 6,First Hand,3.0,Standart,High,standard
Mercedes Benz C 200,Mercedes Benz,23780,Station wagon,56800.0,Automatic,Benzin,Dealer,135.0,7.0,Euro 6,Second Hand,7.0,Standart,Medium,luxury
Mercedes Benz C 250,Mercedes Benz,26490,Station wagon,86003.0,Automatic,Diesel,Dealer,150.0,7.0,Euro 6,Second Hand,7.0,Standart,Medium,luxury
Mercedes Benz C 63 AMG,Mercedes Benz,61990,Station wagon,63400.0,Automatic,Benzin,Dealer,375.0,7.0,Euro 6,Second Hand,4.0,Upgrated,High,luxury
Mercedes Benz C 200,Mercedes Benz,57450,Station wagon,3740.0,Automatic,Benzin,Dealer,150.0,8.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz C 220,Mercedes Benz,25890,Station wagon,98397.0,Automatic,Diesel,Dealer,125.0,9.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Mercedes Benz E 300,Mercedes Benz,41970,Station wagon,41815.0,Automatic,Diesel,Dealer,180.0,9.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Mercedes Benz E 53 AMG,Mercedes Benz,58950,Station wagon,22000.0,Automatic,Benzin,Dealer,336.0,9.0,Euro 6,First Hand,3.0,Standart,High,luxury
Mercedes Benz E 300,Mercedes Benz,43790,Station wagon,71385.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Mercedes Benz C 63 AMG,Mercedes Benz,57900,Station wagon,27600.0,Automatic,Benzin,Dealer,350.0,7.0,Euro 6,Second Hand,4.0,Standart,High,luxury
Mercedes Benz C 220,Mercedes Benz,24400,Station wagon,70500.0,Manual,Diesel,Dealer,125.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz B 180,Mercedes Benz,28900,Station wagon,19561.0,Manual,Benzin,Dealer,100.0,6.0,Euro 6,First Hand,2.0,Standart,Low,standard
Mercedes Benz CLA 45 AMG,Mercedes Benz,68790,Station wagon,5138.0,Automatic,Benzin,Dealer,310.0,8.0,Euro 6,Second Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz C 200,Mercedes Benz,52870,Station wagon,8000.0,Automatic,Benzin,Dealer,150.0,8.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz E 220,Mercedes Benz,36888,Station wagon,86500.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Mercedes Benz CLA 200,Mercedes Benz,25900,Station wagon,74500.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,First Hand,6.0,Standart,Medium,standard
Mercedes Benz CLA 220,Mercedes Benz,27795,Station wagon,54305.0,Automatic,Diesel,Dealer,130.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Mercedes Benz E 250,Mercedes Benz,25490,Station wagon,86400.0,Automatic,Benzin,Dealer,155.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,luxury
Mercedes Benz C 180,Mercedes Benz,11990,Station wagon,75620.0,Manual,Benzin,Dealer,115.0,6.0,Other,Second Hand,12.0,Standart,Medium,standard
Mercedes Benz E 220,Mercedes Benz,56800,Station wagon,14000.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz E 300,Mercedes Benz,45490,Station wagon,51141.0,Automatic,Diesel,Dealer,225.0,9.0,Euro 6,First Hand,3.0,Upgrated,Medium,standard
Mercedes Benz CLS 350,Mercedes Benz,37390,Station wagon,79960.0,Automatic,Diesel,Dealer,190.0,9.0,Euro 6,First Hand,5.0,Upgrated,High,luxury
Mercedes Benz E 450,Mercedes Benz,45499,Station wagon,90000.0,Automatic,Benzin,Dealer,270.0,9.0,Euro 6,First Hand,3.0,Upgrated,High,luxury
Mercedes Benz C 400,Mercedes Benz,33300,Station wagon,45057.0,Automatic,Benzin,Dealer,245.0,9.0,Euro 6,Second Hand,5.0,Standart,High,luxury
Mercedes Benz E 350,Mercedes Benz,41980,Station wagon,66042.0,Automatic,Diesel,Dealer,190.0,9.0,Euro 6,First Hand,5.0,Upgrated,High,luxury
Mercedes Benz C 200,Mercedes Benz,25449,Station wagon,94750.0,Automatic,Diesel,Dealer,118.0,9.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Mercedes Benz C 220,Mercedes Benz,49999,Station wagon,301.0,Automatic,Diesel,Dealer,147.0,9.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Mercedes Benz E 400,Mercedes Benz,44885,Station wagon,40620.0,Automatic,Diesel,Dealer,250.0,9.0,Euro 6,First Hand,3.0,Standart,High,luxury
Mercedes Benz C 220,Mercedes Benz,31000,Station wagon,51999.0,Automatic,Diesel,Dealer,125.0,9.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz E 220,Mercedes Benz,32870,Station wagon,82800.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,Second Hand,3.0,Standart,Medium,luxury
Mercedes Benz C 43 AMG,Mercedes Benz,44890,Station wagon,29543.0,Automatic,Benzin,Dealer,270.0,9.0,Euro 6,Second Hand,5.0,Standart,High,luxury
Mercedes Benz C 200,Mercedes Benz,46500,Station wagon,1309.0,Automatic,Benzin,Dealer,150.0,8.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Mercedes Benz C 220,Mercedes Benz,31700,Station wagon,74700.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Mercedes Benz E 200,Mercedes Benz,3880,Station wagon,230100.0,Automatic,Benzin,Dealer,120.0,6.0,Other,Second Hand,19.0,Standart,Medium,standard
Mercedes Benz E 220,Mercedes Benz,52900,Station wagon,19000.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz C 220,Mercedes Benz,53999,Station wagon,5982.0,Automatic,Diesel,Dealer,147.0,9.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Mercedes Benz C 63 AMG,Mercedes Benz,43600,Station wagon,81191.0,Automatic,Benzin,Dealer,350.0,7.0,Euro 6,Second Hand,7.0,Standart,High,standard
Mercedes Benz C 220,Mercedes Benz,36490,Station wagon,15200.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz C 220,Mercedes Benz,44450,Station wagon,16949.0,Automatic,Diesel,Dealer,140.0,9.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Mercedes Benz E 450,Mercedes Benz,54800,Station wagon,17000.0,Automatic,Benzin,Dealer,270.0,9.0,Euro 6,Second Hand,2.0,Upgrated,High,luxury
Mercedes Benz C 400,Mercedes Benz,32790,Station wagon,87075.0,Automatic,Benzin,Dealer,245.0,9.0,Euro 6,Second Hand,5.0,Standart,High,luxury
Mercedes Benz C 43 AMG,Mercedes Benz,47970,Station wagon,49974.0,Automatic,Benzin,Dealer,287.0,9.0,Euro 6,First Hand,4.0,Upgrated,High,luxury
Mercedes Benz E 400,Mercedes Benz,51890,Station wagon,40462.0,Automatic,Diesel,Dealer,250.0,9.0,Euro 6,First Hand,3.0,Upgrated,High,luxury
Mercedes Benz C 220,Mercedes Benz,32400,Station wagon,44700.0,Automatic,Diesel,Dealer,125.0,9.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz C 220,Mercedes Benz,51900,Station wagon,5876.0,Automatic,Diesel,Dealer,147.0,9.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz CLA 180,Mercedes Benz,28999,Station wagon,49614.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz E 300,Mercedes Benz,46890,Station wagon,57800.0,Automatic,Diesel,Dealer,225.0,9.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Mercedes Benz C 220,Mercedes Benz,36990,Station wagon,43000.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Mercedes Benz CLA 45 AMG,Mercedes Benz,64830,Station wagon,7655.0,Automatic,Benzin,Dealer,285.0,8.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz E 400,Mercedes Benz,66735,Station wagon,29987.0,Automatic,Diesel,Dealer,243.0,9.0,Euro 6,Second Hand,1.0,Standart,High,luxury
Mercedes Benz E 200,Mercedes Benz,25960,Station wagon,63505.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,First Hand,7.0,Standart,Medium,standard
Mercedes Benz C 180,Mercedes Benz,8990,Station wagon,130322.0,Manual,Benzin,Dealer,115.0,6.0,Other,Second Hand,13.0,Standart,Medium,standard
Mercedes Benz CLA 200,Mercedes Benz,22890,Station wagon,64027.0,Automatic,Benzin,Dealer,115.0,7.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz C 200,Mercedes Benz,24950,Station wagon,78000.0,Automatic,Diesel,Dealer,118.0,9.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Mercedes Benz C 250,Mercedes Benz,29900,Station wagon,55963.0,Automatic,Benzin,Dealer,155.0,7.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Mercedes Benz CLA 180,Mercedes Benz,22900,Station wagon,82503.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,Second Hand,7.0,Upgrated,Medium,luxury
Mercedes Benz E 350,Mercedes Benz,44980,Station wagon,79870.0,Automatic,Diesel,Dealer,190.0,9.0,Euro 6,Second Hand,5.0,Upgrated,High,luxury
Mercedes Benz C 300,Mercedes Benz,34790,Station wagon,45324.0,Automatic,Benzin,Dealer,180.0,9.0,Euro 6,Second Hand,4.0,Upgrated,Medium,luxury
Mercedes Benz E 350,Mercedes Benz,28999,Station wagon,146638.0,Automatic,Diesel,Dealer,190.0,9.0,Euro 6,First Hand,4.0,Upgrated,High,luxury
Mercedes Benz C 200,Mercedes Benz,25948,Station wagon,85800.0,Manual,Benzin,Dealer,135.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,luxury
Mercedes Benz C 220,Mercedes Benz,18888,Station wagon,199800.0,Automatic,Diesel,Dealer,125.0,9.0,Euro 6,Second Hand,7.0,Standart,Medium,luxury
Mercedes Benz CLA 200,Mercedes Benz,25499,Station wagon,40000.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,First Hand,5.0,Standart,Medium,standard
Mercedes Benz C 200,Mercedes Benz,30950,Station wagon,38000.0,Automatic,Diesel,Dealer,100.0,9.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Mercedes Benz C 180,Mercedes Benz,45900,Station wagon,4650.0,Automatic,Benzin,Dealer,125.0,9.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Mercedes Benz E 200,Mercedes Benz,24900,Station wagon,92705.0,Automatic,Benzin,Dealer,135.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz E 250,Mercedes Benz,16988,Station wagon,182400.0,Automatic,Benzin,Dealer,150.0,7.0,Other,Second Hand,11.0,Standart,Medium,luxury
Mercedes Benz V 250,Mercedes Benz,43990,Station wagon,105000.0,Automatic,Diesel,Dealer,140.0,9.0,Euro 6,Second Hand,5.0,Standart,Medium,luxury
Mercedes Benz B 220,Mercedes Benz,25400,Station wagon,53700.0,Automatic,Diesel,Dealer,125.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz E 220,Mercedes Benz,53400,Station wagon,6325.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz CLA 45 AMG,Mercedes Benz,61499,Station wagon,24047.0,Automatic,Benzin,Dealer,310.0,8.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz C 43 AMG,Mercedes Benz,60800,Station wagon,16721.0,Automatic,Benzin,Dealer,287.0,9.0,Euro 6,First Hand,1.0,Upgrated,High,luxury
Mercedes Benz C 300,Mercedes Benz,55900,Station wagon,11136.0,Automatic,Diesel,Dealer,143.0,8.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Mercedes Benz C 200,Mercedes Benz,22444,Station wagon,126668.0,Automatic,Diesel,Dealer,118.0,9.0,Euro 6,Second Hand,3.0,Standart,Medium,luxury
Mercedes Benz C 220,Mercedes Benz,52900,Station wagon,7000.0,Automatic,Diesel,Dealer,147.0,9.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Mercedes Benz C 300,Mercedes Benz,42950,Station wagon,14500.0,Automatic,Benzin,Dealer,200.0,9.0,Euro 6,Second Hand,2.0,Upgrated,Medium,luxury
Mercedes Benz E 220,Mercedes Benz,28888,Station wagon,107000.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,Second Hand,5.0,Standart,Medium,luxury
Mercedes Benz CLA 45 AMG,Mercedes Benz,66990,Station wagon,21952.0,Automatic,Benzin,Dealer,310.0,8.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz E 53 AMG,Mercedes Benz,59399,Station wagon,48500.0,Automatic,Benzin,Dealer,320.0,9.0,Euro 6,Second Hand,3.0,Upgrated,High,luxury
Mercedes Benz C 220,Mercedes Benz,29900,Station wagon,98986.0,Automatic,Diesel,Dealer,125.0,9.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz C 300,Mercedes Benz,37999,Station wagon,80374.0,Automatic,Diesel,Dealer,143.0,8.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz E 220,Mercedes Benz,59995,Station wagon,17702.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Mercedes Benz C 200,Mercedes Benz,24449,Station wagon,69913.0,Automatic,Diesel,Dealer,110.0,9.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Mercedes Benz C 200,Mercedes Benz,25999,Station wagon,30954.0,Manual,Diesel,Dealer,118.0,9.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz C 250,Mercedes Benz,32980,Station wagon,66912.0,Automatic,Diesel,Dealer,150.0,9.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Mercedes Benz B 250,Mercedes Benz,34849,Station wagon,26050.0,Automatic,Benzin,Dealer,165.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Mercedes Benz E 300,Mercedes Benz,39390,Station wagon,33334.0,Automatic,Diesel,Dealer,180.0,9.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Mercedes Benz C 400,Mercedes Benz,33790,Station wagon,111515.0,Automatic,Benzin,Dealer,245.0,9.0,Euro 6,Second Hand,4.0,Standart,High,luxury
Mercedes Benz C 220,Mercedes Benz,22650,Station wagon,134035.0,Automatic,Diesel,Dealer,125.0,9.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz C 220,Mercedes Benz,29000,Station wagon,81547.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz C 300,Mercedes Benz,48900,Station wagon,31709.0,Automatic,Diesel,Dealer,225.0,9.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Mercedes Benz CLA 200,Mercedes Benz,34980,Station wagon,6853.0,Manual,Benzin,Dealer,120.0,6.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Mercedes Benz E 400,Mercedes Benz,44445,Station wagon,66205.0,Automatic,Diesel,Dealer,250.0,9.0,Euro 6,First Hand,4.0,Standart,High,luxury
Mercedes Benz E 200,Mercedes Benz,24500,Station wagon,232500.0,Automatic,Diesel,Dealer,110.0,9.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz C 220,Mercedes Benz,41900,Station wagon,9940.0,Automatic,Diesel,Dealer,147.0,9.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz CLA 200,Mercedes Benz,24990,Station wagon,70005.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,First Hand,4.0,Standart,Low,standard
Mercedes Benz E 220,Mercedes Benz,35900,Station wagon,67289.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz E 300,Mercedes Benz,40555,Station wagon,55546.0,Automatic,Benzin,Dealer,143.0,9.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Mercedes Benz C 180,Mercedes Benz,19990,Station wagon,70627.0,Manual,Diesel,Dealer,85.0,6.0,Euro 6,First Hand,5.0,Standart,Medium,luxury
Mercedes Benz CLA 180,Mercedes Benz,29900,Station wagon,24108.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz CLS 250,Mercedes Benz,28125,Station wagon,73360.0,Automatic,Diesel,Dealer,150.0,9.0,Other,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz C 180,Mercedes Benz,23555,Station wagon,35998.0,Manual,Benzin,Dealer,115.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Mercedes Benz C 220,Mercedes Benz,37990,Station wagon,66900.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Mercedes Benz E 200,Mercedes Benz,39500,Station wagon,13153.0,Automatic,Diesel,Dealer,118.0,9.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Mercedes Benz C 200,Mercedes Benz,19950,Station wagon,53571.0,Automatic,Benzin,Dealer,135.0,9.0,Other,First Hand,8.0,Standart,Medium,standard
Mercedes Benz E 220,Mercedes Benz,29888,Station wagon,98000.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,Second Hand,5.0,Standart,Medium,luxury
Mercedes Benz C 300,Mercedes Benz,44800,Station wagon,29400.0,Automatic,Benzin,Dealer,190.0,9.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz C 250,Mercedes Benz,18850,Station wagon,114089.0,Automatic,Benzin,Dealer,150.0,7.0,Other,Second Hand,9.0,Standart,Medium,luxury
Mercedes Benz C 220,Mercedes Benz,24900,Station wagon,88474.0,Automatic,Diesel,Dealer,125.0,7.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Mercedes Benz C 300,Mercedes Benz,39889,Station wagon,30000.0,Automatic,Benzin,Dealer,155.0,9.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Mercedes Benz C 200,Mercedes Benz,54950,Station wagon,18000.0,Automatic,Diesel,Dealer,120.0,9.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Mercedes Benz C 220,Mercedes Benz,44490,Station wagon,21486.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Mercedes Benz E 350,Mercedes Benz,45890,Station wagon,73948.0,Automatic,Diesel,Dealer,190.0,9.0,Euro 6,First Hand,4.0,Upgrated,High,luxury
Mercedes Benz C 220,Mercedes Benz,35990,Station wagon,58800.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Mercedes Benz C 63 AMG,Mercedes Benz,59950,Station wagon,35000.0,Automatic,Benzin,Dealer,350.0,9.0,Euro 6,Second Hand,3.0,Upgrated,High,luxury
Mercedes Benz C 200,Mercedes Benz,28199,Station wagon,63000.0,Automatic,Benzin,Dealer,135.0,6.0,Euro 6,Second Hand,7.0,Upgrated,Medium,luxury
Mercedes Benz B 200,Mercedes Benz,21990,Station wagon,97450.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,luxury
Mercedes Benz C 200,Mercedes Benz,28890,Station wagon,85750.0,Manual,Diesel,Dealer,118.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Mercedes Benz E 200,Mercedes Benz,32995,Station wagon,69819.0,Automatic,Benzin,Dealer,135.0,9.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Mercedes Benz C 300,Mercedes Benz,67500,Station wagon,9900.0,Automatic,Benzin,Dealer,150.0,9.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Mercedes Benz CLA 180,Mercedes Benz,25450,Station wagon,42808.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz CLA 180,Mercedes Benz,38950,Station wagon,39751.0,Automatic,Benzin,Dealer,100.0,7.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Mercedes Benz C 180,Mercedes Benz,31450,Station wagon,38999.0,Automatic,Diesel,Dealer,90.0,9.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Mercedes Benz C 180,Mercedes Benz,17990,Station wagon,86210.0,Automatic,Benzin,Dealer,115.0,7.0,Euro 6,First Hand,9.0,Standart,Medium,standard
Mercedes Benz B 180,Mercedes Benz,13999,Station wagon,116458.0,Manual,Diesel,Dealer,80.0,6.0,Other,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz C 220,Mercedes Benz,25000,Station wagon,87500.0,Automatic,Diesel,Dealer,125.0,9.0,Euro 6,First Hand,5.0,Standart,Medium,luxury
Mercedes Benz GLA 200,Mercedes Benz,24900,Station wagon,82782.0,Automatic,Benzin,Dealer,115.0,7.0,Euro 6,First Hand,6.0,Standart,Medium,luxury
Mercedes Benz C 220,Mercedes Benz,27980,Station wagon,82629.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Mercedes Benz E 200,Mercedes Benz,57800,Station wagon,3900.0,Automatic,Benzin,Dealer,145.0,9.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Mercedes Benz C 200,Mercedes Benz,26590,Station wagon,76152.0,Automatic,Diesel,Dealer,118.0,9.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Mercedes Benz C 220,Mercedes Benz,24990,Station wagon,93559.0,Automatic,Diesel,Dealer,125.0,9.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz E 400,Mercedes Benz,42899,Station wagon,115000.0,Automatic,Diesel,Dealer,250.0,9.0,Euro 6,First Hand,3.0,Upgrated,High,luxury
Mercedes Benz E 350,Mercedes Benz,29900,Station wagon,119339.0,Automatic,Diesel,Dealer,190.0,9.0,Euro 6,Second Hand,7.0,Standart,High,luxury
