make_model,make,location,price,body_type,type,doors,warranty,mileage,gearbox,fuel_type,paint,seller,seats,power,gears,co_emissions,drivetrain,full_service_history,non_smoker_vehicle,emission_class,upholstery,previous_owner,age,fuel_consumption_comb,entertainment_media_count,engine_size_cat,safety_security_category,extras_category,comfort_convenience_cat
Mercedes Benz C 63 AMG,Mercedes Benz,DE,65490,Convertible,Used,3.0,No,52565.0,Automatic,Benzin,Metallic,Dealer,4.0,350.0,9.0,196.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,5.0,10.4,Standart,High,Premium,standard,standard
Mercedes Benz E 400,Mercedes Benz,DE,32999,Convertible,Used,3.0,Yes,124390.0,Automatic,Benzin,Metallic,Dealer,4.0,245.0,9.0,165.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,7.0,7.1,Standart,High,Premium,standard,luxury
Mercedes Benz C 200,Mercedes Benz,DE,32360,Convertible,Used,3.0,No,85419.0,Automatic,Benzin,non-metallic,Dealer,4.0,135.0,9.0,142.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,6.0,6.0,Standart,Medium,Premium,standard,standard
Mercedes Benz SLC 200,Mercedes Benz,DE,29880,Convertible,Used,3.0,No,89823.0,Automatic,Benzin,Metallic,Dealer,2.0,135.0,9.0,144.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,5.0,6.1,Upgrated,Medium,Premium,luxury,standard
Mercedes Benz SL 350,Mercedes Benz,DE,46900,Convertible,Used,3.0,Yes,62796.0,Automatic,Benzin,Metallic,Dealer,2.0,225.0,7.0,176.0,Rear,No,Yes,Euro 5,Leather,Second Hand,10.0,7.5,Upgrated,High,Premium,standard,luxury
Mercedes Benz E 200,Mercedes Benz,DE,20888,Convertible,Used,3.0,Yes,102900.0,Automatic,Benzin,non-metallic,Dealer,4.0,135.0,6.0,173.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,11.0,7.2,Standart,Medium,Premium,standard,standard
Mercedes Benz SLK 200,Mercedes Benz,DE,16999,Convertible,Used,3.0,No,141668.0,Manual,Benzin,Metallic,Dealer,2.0,135.0,6.0,151.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,8.0,6.4,Standart,Medium,Premium,luxury,standard
Mercedes Benz E 350,Mercedes Benz,DE,23900,Convertible,Used,3.0,Yes,74573.0,Automatic,Diesel,Metallic,Dealer,4.0,170.0,7.0,189.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,12.0,7.2,Standart,High,Premium,luxury,luxury
Mercedes Benz SLK 250,Mercedes Benz,DE,33990,Convertible,Used,3.0,No,33750.0,Automatic,Benzin,Metallic,Dealer,2.0,150.0,7.0,160.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,7.0,6.9,Standart,Medium,Premium,luxury,luxury
Mercedes Benz E 200,Mercedes Benz,DE,42849,Convertible,Used,3.0,Yes,57795.0,Automatic,Benzin,Metallic,Dealer,4.0,135.0,9.0,172.0,Rear,Yes,No,Euro 6,Leather,First Hand,3.0,7.5,Upgrated,Medium,Premium,luxury,standard
Mercedes Benz C 180,Mercedes Benz,DE,34950,Convertible,Used,3.0,No,48000.0,Automatic,Benzin,Metallic,Dealer,4.0,115.0,9.0,135.0,Rear,Yes,Yes,Euro 6,Cloth,First Hand,5.0,6.0,Standart,Medium,Premium,standard,standard
Mercedes Benz SLK 200,Mercedes Benz,DE,25890,Convertible,Used,3.0,Yes,52400.0,Automatic,Benzin,Metallic,Dealer,2.0,135.0,7.0,142.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,8.0,6.1,Standart,Medium,Premium,standard,standard
Mercedes Benz SLK 200,Mercedes Benz,DE,10800,Convertible,Used,3.0,Yes,148491.0,Automatic,Benzin,Metallic,Dealer,2.0,135.0,6.0,188.0,Rear,No,No,Euro 4,Leather,Second Hand,13.0,6.4,Standart,Medium,Premium,standard,standard
Mercedes Benz C 250,Mercedes Benz,DE,34970,Convertible,Used,3.0,No,85002.0,Automatic,Diesel,Metallic,Dealer,9.0,150.0,9.0,121.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,5.0,4.6,Standart,Medium,Premium,luxury,luxury
Mercedes Benz C 200,Mercedes Benz,DE,39870,Convertible,Used,3.0,Yes,27000.0,Automatic,Benzin,Metallic,Dealer,4.0,135.0,9.0,154.0,Rear,Yes,Yes,Euro 6,Cloth,First Hand,4.0,6.7,Upgrated,Medium,Premium,standard,luxury
Mercedes Benz SLK 200,Mercedes Benz,DE,24940,Convertible,Used,3.0,Yes,68500.0,Automatic,Benzin,Metallic,Dealer,2.0,135.0,7.0,142.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,8.0,6.1,Standart,Medium,Premium,standard,standard
Mercedes Benz C 220,Mercedes Benz,DE,34490,Convertible,Used,3.0,No,83344.0,Automatic,Diesel,Metallic,Dealer,4.0,125.0,9.0,130.0,4WD,Yes,No,Euro 6,Leather,First Hand,4.0,5.0,Standart,Medium,Premium,standard,luxury
Mercedes Benz SLK 280,Mercedes Benz,DE,12990,Convertible,Used,3.0,Yes,146000.0,Automatic,Benzin,Metallic,Dealer,2.0,170.0,5.0,227.0,Front,Yes,Yes,Euro 6,Leather,Second Hand,16.0,9.5,Standart,High,Premium,standard,standard
Mercedes Benz SL 500,Mercedes Benz,ES,55000,Convertible,Used,3.0,Yes,52000.0,Automatic,Benzin,non-metallic,Dealer,2.0,320.0,7.0,145.0,Front,No,No,Euro 6,Leather,Second Hand,10.0,9.2,Standart,High,Premium,standard,standard
Mercedes Benz SLK 350,Mercedes Benz,DE,15390,Convertible,Used,3.0,Yes,174500.0,Automatic,Benzin,non-metallic,Dealer,2.0,200.0,7.0,242.0,Rear,Yes,Yes,Euro 4,Leather,Second Hand,16.0,10.6,Standart,High,Premium,standard,standard
Mercedes Benz E 200,Mercedes Benz,BE,43990,Convertible,Used,3.0,Yes,75000.0,Automatic,Benzin,Metallic,Dealer,4.0,135.0,9.0,145.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,4.0,6.4,Standart,Medium,Premium,luxury,standard
Mercedes Benz SLC 200,Mercedes Benz,DE,40885,Convertible,Used,3.0,Yes,7588.0,Manual,Benzin,Metallic,Dealer,2.0,135.0,6.0,164.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,2.0,7.2,Upgrated,Medium,Premium,standard,standard
Mercedes Benz SLK 200,Mercedes Benz,DE,19980,Convertible,Used,3.0,Yes,111167.0,Manual,Benzin,Metallic,Dealer,2.0,135.0,6.0,152.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,10.0,6.4,Standart,Medium,Premium,standard,standard
Mercedes Benz SL 350,Mercedes Benz,DE,33700,Convertible,Used,3.0,No,72261.0,Automatic,Benzin,Metallic,Dealer,2.0,232.0,7.0,226.0,Rear,Yes,Yes,Euro 4,Leather,Second Hand,14.0,9.7,Standart,High,Premium,standard,luxury
Mercedes Benz SLK 200,Mercedes Benz,DE,25890,Convertible,Used,3.0,Yes,23403.0,Automatic,Benzin,Metallic,Dealer,2.0,135.0,7.0,149.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,8.0,6.4,Standart,Medium,Premium,standard,standard
Mercedes Benz E 200,Mercedes Benz,DE,24990,Convertible,Used,3.0,Yes,103683.0,Automatic,Benzin,Metallic,Dealer,4.0,135.0,7.0,157.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,8.0,6.7,Standart,Medium,Premium,standard,standard
Mercedes Benz E 220,Mercedes Benz,DE,32999,Convertible,Used,3.0,Yes,112000.0,Automatic,Diesel,Metallic,Dealer,4.0,125.0,5.0,123.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,6.0,4.7,Standart,Medium,Premium,standard,luxury
Mercedes Benz E 400,Mercedes Benz,DE,49849,Convertible,Used,3.0,Yes,75001.0,Automatic,Benzin,Metallic,Dealer,4.0,245.0,7.0,194.0,4WD,Yes,No,Euro 6,Leather,First Hand,4.0,8.6,Upgrated,High,Premium,luxury,luxury
Mercedes Benz SLK 200,Mercedes Benz,DE,20830,Convertible,Used,3.0,Yes,111500.0,Manual,Benzin,Metallic,Dealer,2.0,135.0,6.0,149.0,Rear,Yes,No,Euro 5,Leather,Second Hand,9.0,6.4,Standart,Medium,Premium,standard,standard
Mercedes Benz E 250,Mercedes Benz,DE,25990,Convertible,Used,3.0,Yes,45000.0,Automatic,Benzin,Metallic,Dealer,4.0,150.0,5.0,190.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,11.0,8.2,Standart,Medium,Premium,standard,luxury
Mercedes Benz SLK 250,Mercedes Benz,DE,26480,Convertible,Used,3.0,No,25020.0,Automatic,Benzin,Metallic,Dealer,2.0,150.0,7.0,164.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,9.0,6.9,Standart,Medium,Premium,standard,standard
Mercedes Benz C 200,Mercedes Benz,DE,43990,Convertible,Used,3.0,No,26300.0,Automatic,Benzin,Metallic,Dealer,4.0,135.0,9.0,145.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,3.0,6.4,Standart,Medium,Premium,standard,standard
Mercedes Benz C 220,Mercedes Benz,BE,36995,Convertible,Used,3.0,Yes,37053.0,Automatic,Diesel,Metallic,Dealer,2.0,125.0,8.0,126.0,Rear,No,Yes,Euro 6,Leather,Second Hand,5.0,4.5,Standart,Medium,Premium,standard,luxury
Mercedes Benz SLK 200,Mercedes Benz,DE,25889,Convertible,Used,3.0,Yes,65000.0,Automatic,Benzin,Metallic,Dealer,2.0,135.0,7.0,142.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,8.0,6.1,Standart,Medium,Premium,luxury,standard
Mercedes Benz SLK 200,Mercedes Benz,DE,14980,Convertible,Used,3.0,Yes,108700.0,Manual,Benzin,Metallic,Dealer,2.0,135.0,6.0,188.0,Rear,No,Yes,Euro 4,Leather,Second Hand,14.0,7.9,Standart,Medium,Premium,luxury,standard
Mercedes Benz C 43 AMG,Mercedes Benz,DE,51890,Convertible,Used,3.0,No,63019.0,Automatic,Benzin,Metallic,Dealer,4.0,270.0,9.0,190.0,4WD,Yes,Yes,Euro 6,Leather,Second Hand,4.0,8.3,Standart,High,Premium,luxury,luxury
Mercedes Benz SLK 200,Mercedes Benz,DE,28990,Convertible,Used,3.0,No,32000.0,Automatic,Benzin,Metallic,Dealer,2.0,135.0,6.0,152.0,Front,Yes,Yes,Euro 6,Leather,Second Hand,7.0,6.4,Standart,Medium,Premium,standard,standard
Mercedes Benz SLK 200,Mercedes Benz,DE,15889,Convertible,Used,3.0,Yes,113900.0,Automatic,Benzin,Metallic,Dealer,2.0,135.0,6.0,188.0,Rear,Yes,Yes,Euro 4,Leather,Second Hand,13.0,7.7,Standart,Medium,Premium,standard,standard
Mercedes Benz C 250,Mercedes Benz,BE,39990,Convertible,Used,3.0,No,75652.0,Automatic,Diesel,non-metallic,Dealer,4.0,150.0,9.0,133.0,4WD,No,No,Euro 6,Leather,Second Hand,5.0,5.2,Standart,Medium,Premium,standard,standard
Mercedes Benz E 200,Mercedes Benz,ES,35500,Convertible,Used,3.0,Yes,50000.0,Automatic,Benzin,non-metallic,Dealer,4.0,135.0,7.0,150.0,Rear,No,No,Euro 6,Leather,Second Hand,6.0,6.2,Standart,Medium,Middle,standard,standard
Mercedes Benz C 300,Mercedes Benz,DE,42749,Convertible,Used,3.0,No,54750.0,Automatic,Benzin,Metallic,Dealer,4.0,190.0,9.0,181.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,3.0,6.7,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz C 180,Mercedes Benz,BE,43700,Convertible,Used,3.0,No,12861.0,Automatic,Benzin,non-metallic,Dealer,4.0,115.0,9.0,149.0,Rear,No,No,Euro 6,Leather,First Hand,1.0,6.5,Standart,Medium,Premium,standard,standard
Mercedes Benz C 250,Mercedes Benz,DE,40990,Convertible,Used,3.0,Yes,64504.0,Automatic,Benzin,Metallic,Dealer,4.0,155.0,9.0,116.0,Rear,Yes,Yes,Euro 6,Cloth,Second Hand,4.0,4.6,Standart,Medium,Premium,luxury,luxury
Mercedes Benz SLC 200,Mercedes Benz,ES,38190,Convertible,Used,3.0,Yes,34626.0,Automatic,Benzin,non-metallic,Dealer,2.0,135.0,6.0,164.0,Rear,No,No,Euro 6,Leather,First Hand,3.0,7.6,Standart,Medium,Basic,standard,standard
Mercedes Benz SLK 250,Mercedes Benz,DE,21860,Convertible,Used,3.0,No,91386.0,Automatic,Diesel,Metallic,Dealer,2.0,150.0,7.0,127.0,Rear,Yes,Yes,Euro 5,Leather,First Hand,9.0,4.8,Upgrated,Medium,Premium,standard,luxury
Mercedes Benz CLK 200,Mercedes Benz,DE,9950,Convertible,Used,3.0,Yes,134000.0,Automatic,Benzin,Metallic,Dealer,4.0,120.0,6.0,221.0,Rear,Yes,Yes,Euro 4,Leather,Second Hand,18.0,9.2,Standart,Medium,Premium,standard,standard
Mercedes Benz C 200,Mercedes Benz,BE,39900,Convertible,Used,3.0,Yes,32287.0,Automatic,Diesel,Metallic,Dealer,4.0,118.0,9.0,122.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,1.0,4.6,Standart,Medium,Premium,standard,luxury
Mercedes Benz E 250,Mercedes Benz,DE,29849,Convertible,Used,3.0,Yes,43400.0,Automatic,Benzin,Metallic,Dealer,4.0,150.0,7.0,157.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,9.0,6.7,Upgrated,Medium,Premium,luxury,standard
Mercedes Benz SLK 200,Mercedes Benz,DE,19900,Convertible,Used,3.0,Yes,35552.0,Automatic,Benzin,Metallic,Dealer,2.0,135.0,6.0,192.0,Rear,Yes,Yes,Euro 4,Leather,Second Hand,12.0,8.8,Standart,Medium,Premium,standard,standard
Mercedes Benz E 300,Mercedes Benz,DE,41199,Convertible,Used,3.0,Yes,98328.0,Automatic,Benzin,Metallic,Dealer,4.0,180.0,9.0,154.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,4.0,6.8,Standart,Medium,Premium,luxury,luxury
Mercedes Benz E 350,Mercedes Benz,ES,24900,Convertible,Used,3.0,Yes,99800.0,Automatic,Diesel,non-metallic,Dealer,4.0,195.0,7.0,162.0,Rear,No,No,Euro 5,Leather,Second Hand,10.0,6.0,Standart,High,Middle,standard,standard
Mercedes Benz E 300,Mercedes Benz,DE,26900,Convertible,Used,3.0,Yes,79477.0,Automatic,Benzin,Metallic,Dealer,4.0,185.0,7.0,169.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,10.0,7.2,Standart,High,Premium,standard,luxury
Mercedes Benz E 200,Mercedes Benz,DE,46990,Convertible,Used,3.0,Yes,16000.0,Automatic,Benzin,Metallic,Dealer,4.0,145.0,9.0,148.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,2.0,6.5,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz E 250,Mercedes Benz,DE,22990,Convertible,Used,3.0,Yes,97149.0,Automatic,Benzin,Metallic,Dealer,4.0,150.0,7.0,166.0,Rear,Yes,No,Euro 5,Leather,Second Hand,9.0,7.0,Standart,Medium,Premium,standard,standard
Mercedes Benz E 200,Mercedes Benz,DE,23999,Convertible,Used,3.0,No,78000.0,Automatic,Benzin,Metallic,Dealer,4.0,135.0,7.0,151.0,Rear,Yes,No,Euro 6,Leather,Second Hand,8.0,6.4,Standart,Medium,Premium,standard,luxury
Mercedes Benz SLK 200,Mercedes Benz,DE,10890,Convertible,Used,3.0,No,123000.0,Manual,Benzin,Metallic,Dealer,2.0,120.0,6.0,218.0,Rear,Yes,No,Euro 4,Leather,Second Hand,16.0,9.1,Standart,Medium,Premium,standard,standard
Mercedes Benz SLC 180,Mercedes Benz,DE,33890,Convertible,Used,3.0,No,23500.0,Manual,Benzin,Metallic,Dealer,2.0,115.0,6.0,127.0,Rear,No,No,Euro 6,Leather,Second Hand,4.0,5.6,Standart,Medium,Premium,standard,standard
Mercedes Benz E 200,Mercedes Benz,DE,46480,Convertible,Used,3.0,No,61926.0,Automatic,Benzin,Metallic,Dealer,4.0,135.0,9.0,157.0,Rear,Yes,Yes,Euro 6,Cloth,First Hand,3.0,6.9,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz C 180,Mercedes Benz,DE,33835,Convertible,Used,3.0,Yes,48243.0,Automatic,Benzin,non-metallic,Dealer,4.0,115.0,9.0,140.0,Rear,Yes,Yes,Euro 6,Other,Second Hand,4.0,6.2,Standart,Medium,Premium,standard,luxury
Mercedes Benz C 220,Mercedes Benz,DE,34880,Convertible,Used,3.0,No,73370.0,Automatic,Diesel,Metallic,Dealer,4.0,125.0,9.0,130.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,4.0,5.0,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz C 200,Mercedes Benz,DE,36290,Convertible,Used,3.0,No,62400.0,Automatic,Benzin,Metallic,Dealer,4.0,135.0,6.0,138.0,Rear,Yes,Yes,Euro 6,Cloth,First Hand,4.0,6.1,Standart,Medium,Premium,standard,luxury
Mercedes Benz E 200,Mercedes Benz,DE,24300,Convertible,Used,3.0,Yes,62948.0,Manual,Benzin,Metallic,Dealer,4.0,135.0,6.0,150.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,8.0,6.4,Standart,Medium,Premium,standard,standard
Mercedes Benz C 220,Mercedes Benz,DE,36990,Convertible,Used,3.0,No,85000.0,Automatic,Diesel,non-metallic,Dealer,4.0,125.0,9.0,116.0,Front,Yes,Yes,Euro 6,Leather,First Hand,5.0,4.5,Standart,Medium,Premium,standard,standard
Mercedes Benz E 200,Mercedes Benz,DE,32490,Convertible,Used,3.0,No,53650.0,Automatic,Benzin,Metallic,Dealer,4.0,135.0,7.0,150.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,6.0,6.4,Standart,Medium,Premium,standard,standard
Mercedes Benz E 220,Mercedes Benz,ES,22999,Convertible,Used,3.0,Yes,109000.0,Automatic,Diesel,non-metallic,Dealer,4.0,125.0,7.0,142.0,Rear,No,No,Euro 5,Leather,Second Hand,10.0,5.3,Standart,Medium,Middle,standard,standard
Mercedes Benz SLC 200,Mercedes Benz,DE,46880,Convertible,Used,3.0,Yes,19000.0,Manual,Benzin,non-metallic,Dealer,2.0,135.0,6.0,161.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,2.0,7.0,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz SLK 200,Mercedes Benz,DE,15990,Convertible,Used,3.0,Yes,39000.0,Automatic,Benzin,Metallic,Dealer,2.0,120.0,6.0,235.0,Rear,No,Yes,Euro 4,Leather,First Hand,19.0,9.6,Standart,Medium,Premium,standard,standard
Mercedes Benz E 250,Mercedes Benz,ES,24290,Convertible,Used,3.0,Yes,48160.0,Automatic,Benzin,non-metallic,Dealer,4.0,150.0,5.0,166.0,Rear,No,No,Euro 5,Leather,Second Hand,9.0,6.7,Standart,Medium,Basic,standard,standard
Mercedes Benz E 250,Mercedes Benz,DE,21800,Convertible,Used,3.0,Yes,129000.0,Automatic,Benzin,Metallic,Dealer,4.0,150.0,5.0,145.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,10.0,7.0,Standart,Medium,Premium,luxury,luxury
Mercedes Benz C 300,Mercedes Benz,DE,47400,Convertible,Used,3.0,No,26000.0,Automatic,Benzin,Metallic,Dealer,4.0,190.0,9.0,144.0,4WD,No,Yes,Euro 6,Leather,First Hand,2.0,6.3,Standart,Medium,Premium,standard,luxury
Mercedes Benz SLK 200,Mercedes Benz,DE,12490,Convertible,Used,3.0,No,83000.0,Manual,Benzin,Metallic,Dealer,2.0,120.0,6.0,209.0,Rear,No,Yes,Euro 4,Leather,Second Hand,15.0,8.7,Standart,Medium,Premium,standard,standard
Mercedes Benz E 200,Mercedes Benz,DE,20499,Convertible,Used,3.0,No,40000.0,Manual,Benzin,Metallic,Dealer,4.0,135.0,6.0,177.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,9.0,7.6,Standart,Medium,Premium,standard,luxury
Mercedes Benz C 180,Mercedes Benz,DE,39480,Convertible,Used,3.0,No,19798.0,Automatic,Benzin,non-metallic,Dealer,4.0,115.0,9.0,149.0,Rear,Yes,No,Euro 6,Cloth,Second Hand,3.0,6.5,Standart,Medium,Premium,standard,luxury
Mercedes Benz C 400,Mercedes Benz,DE,66888,Convertible,Used,3.0,Yes,25960.0,Automatic,Benzin,Metallic,Dealer,4.0,245.0,9.0,196.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,1.0,8.6,Upgrated,High,Premium,luxury,luxury
Mercedes Benz C 220,Mercedes Benz,ES,41900,Convertible,Used,3.0,Yes,40400.0,Automatic,Diesel,non-metallic,Dealer,4.0,125.0,9.0,130.0,Rear,No,No,Euro 6,Leather,First Hand,4.0,4.0,Standart,Medium,Premium,standard,luxury
Mercedes Benz C 180,Mercedes Benz,DE,35399,Convertible,Used,3.0,Yes,42500.0,Manual,Benzin,non-metallic,Dealer,4.0,115.0,6.0,156.0,Rear,No,No,Euro 6,Leather,Second Hand,3.0,6.9,Upgrated,Medium,Premium,standard,luxury
Mercedes Benz C 180,Mercedes Benz,DE,35930,Convertible,Used,3.0,No,43447.0,Automatic,Benzin,Metallic,Dealer,4.0,115.0,9.0,142.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,4.0,6.0,Standart,Medium,Premium,standard,standard
Mercedes Benz SLK 200,Mercedes Benz,DE,22470,Convertible,Used,3.0,No,101000.0,Manual,Benzin,Metallic,Dealer,2.0,135.0,6.0,149.0,Rear,Yes,Yes,Euro 5,Leather,Second Hand,8.0,6.4,Standart,Medium,Premium,standard,standard
Mercedes Benz SLK 200,Mercedes Benz,DE,12990,Convertible,Used,3.0,Yes,59000.0,Automatic,Benzin,Metallic,Dealer,2.0,120.0,6.0,235.0,Rear,Yes,Yes,Euro 4,Leather,First Hand,18.0,9.6,Standart,Medium,Premium,standard,standard
Mercedes Benz SLC 200,Mercedes Benz,DE,36860,Convertible,Used,3.0,Yes,71688.0,Automatic,Benzin,Metallic,Dealer,2.0,135.0,6.0,164.0,Rear,Yes,No,Euro 6,Leather,Second Hand,2.0,6.1,Standart,Medium,Premium,standard,standard
Mercedes Benz C 300,Mercedes Benz,DE,41780,Convertible,Used,3.0,Yes,59191.0,Automatic,Benzin,non-metallic,Dealer,4.0,190.0,9.0,150.0,4WD,Yes,Yes,Euro 6,Other,First Hand,4.0,7.1,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz E 350,Mercedes Benz,DE,68899,Convertible,Used,3.0,Yes,30000.0,Automatic,Diesel,non-metallic,Dealer,4.0,210.0,9.0,149.0,Rear,No,No,Euro 6,Leather,First Hand,2.0,5.7,Upgrated,High,Premium,luxury,luxury
Mercedes Benz C 250,Mercedes Benz,DE,36890,Convertible,Used,3.0,Yes,59828.0,Automatic,Diesel,Metallic,Dealer,4.0,150.0,9.0,127.0,4WD,Yes,Yes,Euro 6,Cloth,Second Hand,4.0,4.6,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz E 200,Mercedes Benz,DE,27980,Convertible,Used,3.0,Yes,53800.0,Automatic,Benzin,Metallic,Dealer,4.0,135.0,6.0,150.0,Rear,No,No,Euro 6,Leather,Second Hand,7.0,6.5,Standart,Medium,Premium,standard,standard
Mercedes Benz C 400,Mercedes Benz,DE,59899,Convertible,Used,3.0,Yes,6887.0,Automatic,Benzin,Metallic,Dealer,4.0,245.0,9.0,185.0,4WD,No,Yes,Euro 6,Leather,First Hand,1.0,8.1,Upgrated,High,Premium,luxury,luxury
Mercedes Benz E 300,Mercedes Benz,DE,60899,Convertible,Used,3.0,Yes,49222.0,Automatic,Diesel,Metallic,Dealer,4.0,180.0,9.0,148.0,Rear,No,No,Euro 6,Leather,Second Hand,2.0,5.6,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz CLK 200,Mercedes Benz,DE,10999,Convertible,Used,3.0,Yes,97208.0,Automatic,Benzin,Metallic,Dealer,4.0,120.0,6.0,230.0,Rear,Yes,Yes,Euro 4,Cloth,Second Hand,19.0,9.6,Standart,Medium,Premium,luxury,standard
Mercedes Benz E 220,Mercedes Benz,DE,46450,Convertible,Used,3.0,Yes,47862.0,Automatic,Diesel,Metallic,Dealer,4.0,143.0,9.0,133.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,4.0,5.0,Standart,Medium,Premium,luxury,luxury
Mercedes Benz E 220,Mercedes Benz,ES,39090,Convertible,Used,3.0,Yes,81117.0,Automatic,Diesel,non-metallic,Dealer,4.0,143.0,9.0,133.0,Rear,No,No,Euro 6,Leather,First Hand,4.0,5.9,Standart,Medium,Basic,standard,standard
Mercedes Benz C 180,Mercedes Benz,DE,32690,Convertible,Used,3.0,No,30708.0,Automatic,Benzin,Metallic,Dealer,4.0,115.0,9.0,135.0,Rear,No,No,Euro 6,Cloth,Second Hand,5.0,6.0,Standart,Medium,Premium,standard,standard
Mercedes Benz C 200,Mercedes Benz,DE,58490,Convertible,Employee's car,3.0,No,19900.0,Automatic,Benzin,non-metallic,Dealer,4.0,135.0,9.0,141.0,Rear,Yes,Yes,Euro 6,Cloth,First Hand,0.0,6.4,Standart,Medium,Premium,standard,standard
Mercedes Benz E 200,Mercedes Benz,DE,44490,Convertible,Used,3.0,Yes,9000.0,Automatic,Benzin,Metallic,Dealer,4.0,135.0,9.0,142.0,Rear,Yes,Yes,Euro 6,Cloth,First Hand,4.0,6.2,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz C 180,Mercedes Benz,DE,35480,Convertible,Used,3.0,Yes,24673.0,Automatic,Benzin,Metallic,Dealer,4.0,115.0,9.0,142.0,Rear,No,No,Euro 6,Leather,Second Hand,4.0,6.0,Standart,Medium,Premium,luxury,standard
Mercedes Benz C 300,Mercedes Benz,DE,53790,Convertible,Used,3.0,Yes,26782.0,Automatic,Benzin,Metallic,Dealer,4.0,190.0,9.0,152.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,2.0,6.6,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz C 200,Mercedes Benz,DE,58900,Convertible,Demonstration,3.0,No,9500.0,Automatic,Benzin,Metallic,Dealer,4.0,135.0,9.0,181.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,0.0,8.0,Upgrated,Medium,Premium,standard,luxury
Mercedes Benz E 220,Mercedes Benz,DE,53335,Convertible,Used,3.0,No,52745.0,Automatic,Diesel,Metallic,Dealer,4.0,143.0,9.0,138.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,3.0,5.2,Standart,Medium,Premium,luxury,luxury
Mercedes Benz C 300,Mercedes Benz,DE,52900,Convertible,Used,3.0,Yes,19999.0,Automatic,Benzin,Metallic,Dealer,4.0,190.0,9.0,160.0,4WD,Yes,No,Euro 6,Leather,Second Hand,2.0,7.0,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz E 220,Mercedes Benz,DE,59895,Convertible,Used,3.0,Yes,31915.0,Automatic,Diesel,non-metallic,Dealer,4.0,143.0,9.0,137.0,Rear,Yes,Yes,Euro 6,Other,First Hand,1.0,5.2,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz C 180,Mercedes Benz,DE,45800,Convertible,Used,3.0,Yes,12811.0,Automatic,Benzin,non-metallic,Dealer,4.0,115.0,9.0,172.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,1.0,6.5,Upgrated,Medium,Premium,luxury,luxury
Mercedes Benz E 220,Mercedes Benz,ES,25900,Convertible,Used,3.0,Yes,143000.0,Automatic,Diesel,non-metallic,Dealer,4.0,125.0,7.0,130.0,Rear,No,No,Euro 5,Leather,Second Hand,8.0,4.8,Standart,Medium,Middle,standard,standard
